Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HSPD1P6 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of HYCC1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of IGF2BP3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of IGIP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of IGLL3P mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of IL13RA2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ILDR1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of INF2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ING5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of INHBC mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of INVS mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ITGA3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ITGA5 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of ITPRIP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of JMJD7-PLA2G4B mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of JUP mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KIF2C mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KIF4A mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KITLG mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KLC2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KMO mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KNL1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KRT18 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KRT18P65 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KRT31 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of KRT34 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LAMA1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LGALS7 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LIAS mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LIG1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LIMS1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LINC00174 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LINC00597 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LINC00965 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LINC01000 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LMBR1L mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LMNA mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LMNB2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LRATD1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LRP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LRP8 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LRRC37A2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LTBP1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of LY6K mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MACF1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MACROH2A1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MAFF mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MAP2K3 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MAP3K14 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MAP3K6 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MARCHF4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MASTL mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MCFD2 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	INS	3630	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of MCTP1 mRNA	affects^cotreatment|decreases^expression	1	1
